Continente y país de destino;Continente y país de destino;Continente y país de destino;Continente y país de destino;Concepto turístico;Periodo;Total
Total;Europa;Liechtenstein;;Turistas;2022M02;32
Total;Europa;Liechtenstein;;Turistas;2022M01;.
Total;Europa;Liechtenstein;;Turistas;2021M12;.
Total;Europa;Liechtenstein;;Turistas;2021M11;.
Total;Europa;Liechtenstein;;Turistas;2021M10;41
Total;Europa;Liechtenstein;;Turistas;2021M09;.
Total;Europa;Liechtenstein;;Turistas;2021M08;45
Total;Europa;Liechtenstein;;Turistas;2021M07;.
Total;Europa;Liechtenstein;;Turistas;2021M06;.
Total;Europa;Liechtenstein;;Turistas;2021M05;.
Total;Europa;Liechtenstein;;Turistas;2021M04;.
Total;Europa;Liechtenstein;;Turistas;2021M03;.
Total;Europa;Liechtenstein;;Turistas;2021M02;.
Total;Europa;Liechtenstein;;Turistas;2021M01;.
Total;Europa;Liechtenstein;;Turistas;2020M12;.
Total;Europa;Liechtenstein;;Turistas;2020M11;.
Total;Europa;Liechtenstein;;Turistas;2020M10;.
Total;Europa;Liechtenstein;;Turistas;2020M09;.
Total;Europa;Liechtenstein;;Turistas;2020M08;33
Total;Europa;Liechtenstein;;Turistas;2020M07;.
Total;Europa;Liechtenstein;;Turistas;2020M06;.
Total;Europa;Liechtenstein;;Turistas;2020M05;.
Total;Europa;Liechtenstein;;Turistas;2020M04;.
Total;Europa;Liechtenstein;;Turistas;2020M03;.
Total;Europa;Liechtenstein;;Turistas;2020M02;32
Total;Europa;Liechtenstein;;Turistas;2020M01;46
Total;Europa;Liechtenstein;;Turistas;2019M12;45
Total;Europa;Liechtenstein;;Turistas;2019M11;37
Total;Europa;Liechtenstein;;Turistas;2019M10;36
Total;Europa;Liechtenstein;;Turistas;2019M09;53
Total;Europa;Liechtenstein;;Turistas;2019M08;101
Total;Europa;Liechtenstein;;Turistas;2019M07;.
Total;Europa;Liechtenstein;;Pernoctaciones;2023M04;372
Total;Europa;Liechtenstein;;Pernoctaciones;2023M03;142
Total;Europa;Liechtenstein;;Pernoctaciones;2023M02;.
Total;Europa;Liechtenstein;;Pernoctaciones;2023M01;323
Total;Europa;Liechtenstein;;Pernoctaciones;2022M12;577
Total;Europa;Liechtenstein;;Pernoctaciones;2022M11;195
Total;Europa;Liechtenstein;;Pernoctaciones;2022M10;395
Total;Europa;Liechtenstein;;Pernoctaciones;2022M09;739
Total;Europa;Liechtenstein;;Pernoctaciones;2022M08;480
Total;Europa;Liechtenstein;;Pernoctaciones;2022M07;516
Total;Europa;Liechtenstein;;Pernoctaciones;2022M06;234
Total;Europa;Liechtenstein;;Pernoctaciones;2022M05;199
Total;Europa;Liechtenstein;;Pernoctaciones;2022M04;.
Total;Europa;Liechtenstein;;Pernoctaciones;2022M03;.
Total;Europa;Liechtenstein;;Pernoctaciones;2022M02;319
Total;Europa;Liechtenstein;;Pernoctaciones;2022M01;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M12;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M11;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M10;193
Total;Europa;Liechtenstein;;Pernoctaciones;2021M09;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M08;327
Total;Europa;Liechtenstein;;Pernoctaciones;2021M07;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M06;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M05;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M04;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M03;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M02;.
Total;Europa;Liechtenstein;;Pernoctaciones;2021M01;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M12;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M11;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M10;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M09;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M08;389
Total;Europa;Liechtenstein;;Pernoctaciones;2020M07;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M06;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M05;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M04;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M03;.
Total;Europa;Liechtenstein;;Pernoctaciones;2020M02;224
Total;Europa;Liechtenstein;;Pernoctaciones;2020M01;329
Total;Europa;Liechtenstein;;Pernoctaciones;2019M12;465
Total;Europa;Liechtenstein;;Pernoctaciones;2019M11;148
Total;Europa;Liechtenstein;;Pernoctaciones;2019M10;225
Total;Europa;Liechtenstein;;Pernoctaciones;2019M09;521
Total;Europa;Liechtenstein;;Pernoctaciones;2019M08;877
Total;Europa;Liechtenstein;;Pernoctaciones;2019M07;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2023M04;7,3
Total;Europa;Liechtenstein;;Duración media de los viajes;2023M03;2,5
Total;Europa;Liechtenstein;;Duración media de los viajes;2023M02;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2023M01;6,5
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M12;10,9
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M11;4,2
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M10;7,3
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M09;9,4
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M08;13,7
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M07;8,2
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M06;3,8
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M05;5,2
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M04;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M03;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M02;10
Total;Europa;Liechtenstein;;Duración media de los viajes;2022M01;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M12;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M11;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M10;4,7
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M09;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M08;7,3
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M07;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M06;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M05;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M04;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M03;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M02;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2021M01;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M12;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M11;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M10;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M09;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M08;11,8
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M07;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M06;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M05;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M04;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M03;.
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M02;7
Total;Europa;Liechtenstein;;Duración media de los viajes;2020M01;7,2
Total;Europa;Liechtenstein;;Duración media de los viajes;2019M12;10,3
Total;Europa;Liechtenstein;;Duración media de los viajes;2019M11;4
Total;Europa;Liechtenstein;;Duración media de los viajes;2019M10;6,3
Total;Europa;Liechtenstein;;Duración media de los viajes;2019M09;9,8
Total;Europa;Liechtenstein;;Duración media de los viajes;2019M08;8,7
Total;Europa;Liechtenstein;;Duración media de los viajes;2019M07;.
Total;Europa;Lituania;;Turistas;2023M04;1.406
Total;Europa;Lituania;;Turistas;2023M03;1.199
Total;Europa;Lituania;;Turistas;2023M02;1.037
Total;Europa;Lituania;;Turistas;2023M01;1.495
Total;Europa;Lituania;;Turistas;2022M12;1.675
Total;Europa;Lituania;;Turistas;2022M11;991
Total;Europa;Lituania;;Turistas;2022M10;1.385
Total;Europa;Lituania;;Turistas;2022M09;1.588
Total;Europa;Lituania;;Turistas;2022M08;2.165
Total;Europa;Lituania;;Turistas;2022M07;1.674
Total;Europa;Lituania;;Turistas;2022M06;1.487
Total;Europa;Lituania;;Turistas;2022M05;1.505
Total;Europa;Lituania;;Turistas;2022M04;1.350
Total;Europa;Lituania;;Turistas;2022M03;1.136
Total;Europa;Lituania;;Turistas;2022M02;889
Total;Europa;Lituania;;Turistas;2022M01;1.288
Total;Europa;Lituania;;Turistas;2021M12;1.604
Total;Europa;Lituania;;Turistas;2021M11;1.184
Total;Europa;Lituania;;Turistas;2021M10;1.358
Total;Europa;Lituania;;Turistas;2021M09;1.481
Total;Europa;Lituania;;Turistas;2021M08;1.911
Total;Europa;Lituania;;Turistas;2021M07;931
Total;Europa;Lituania;;Turistas;2021M06;532
Total;Europa;Lituania;;Turistas;2021M05;319
Total;Europa;Lituania;;Turistas;2021M04;281
Total;Europa;Lituania;;Turistas;2021M03;160
Total;Europa;Lituania;;Turistas;2021M02;206
Total;Europa;Lituania;;Turistas;2021M01;277
Total;Europa;Lituania;;Turistas;2020M12;267
Total;Europa;Lituania;;Turistas;2020M11;349
Total;Europa;Lituania;;Turistas;2020M10;315
Total;Europa;Lituania;;Turistas;2020M09;342
Total;Europa;Lituania;;Turistas;2020M08;667
Total;Europa;Lituania;;Turistas;2020M07;834
Total;Europa;Lituania;;Turistas;2020M06;205
Total;Europa;Lituania;;Turistas;2020M05;95
Total;Europa;Lituania;;Turistas;2020M04;53
Total;Europa;Lituania;;Turistas;2020M03;440
Total;Europa;Lituania;;Turistas;2020M02;962
Total;Europa;Lituania;;Turistas;2020M01;1.318
Total;Europa;Lituania;;Turistas;2019M12;1.422
Total;Europa;Lituania;;Turistas;2019M11;1.082
Total;Europa;Lituania;;Turistas;2019M10;1.484
Total;Europa;Lituania;;Turistas;2019M09;2.505
Total;Europa;Lituania;;Turistas;2019M08;3.939
Total;Europa;Lituania;;Turistas;2019M07;2.645
Total;Europa;Lituania;;Pernoctaciones;2023M04;8.818
Total;Europa;Lituania;;Pernoctaciones;2023M03;7.547
Total;Europa;Lituania;;Pernoctaciones;2023M02;6.894
Total;Europa;Lituania;;Pernoctaciones;2023M01;12.886
Total;Europa;Lituania;;Pernoctaciones;2022M12;12.479
Total;Europa;Lituania;;Pernoctaciones;2022M11;6.332
Total;Europa;Lituania;;Pernoctaciones;2022M10;10.149
Total;Europa;Lituania;;Pernoctaciones;2022M09;13.378
Total;Europa;Lituania;;Pernoctaciones;2022M08;21.950
Total;Europa;Lituania;;Pernoctaciones;2022M07;15.293
Total;Europa;Lituania;;Pernoctaciones;2022M06;10.751
Total;Europa;Lituania;;Pernoctaciones;2022M05;10.935
Total;Europa;Lituania;;Pernoctaciones;2022M04;10.507
Total;Europa;Lituania;;Pernoctaciones;2022M03;9.165
Total;Europa;Lituania;;Pernoctaciones;2022M02;7.053
Total;Europa;Lituania;;Pernoctaciones;2022M01;11.349
Total;Europa;Lituania;;Pernoctaciones;2021M12;12.214
Total;Europa;Lituania;;Pernoctaciones;2021M11;8.434
Total;Europa;Lituania;;Pernoctaciones;2021M10;11.030
Total;Europa;Lituania;;Pernoctaciones;2021M09;15.961
Total;Europa;Lituania;;Pernoctaciones;2021M08;22.054
Total;Europa;Lituania;;Pernoctaciones;2021M07;9.494
Total;Europa;Lituania;;Pernoctaciones;2021M06;5.114
Total;Europa;Lituania;;Pernoctaciones;2021M05;2.812
Total;Europa;Lituania;;Pernoctaciones;2021M04;2.794
Total;Europa;Lituania;;Pernoctaciones;2021M03;1.928
Total;Europa;Lituania;;Pernoctaciones;2021M02;1.866
Total;Europa;Lituania;;Pernoctaciones;2021M01;3.119
Total;Europa;Lituania;;Pernoctaciones;2020M12;3.066
Total;Europa;Lituania;;Pernoctaciones;2020M11;4.824
Total;Europa;Lituania;;Pernoctaciones;2020M10;2.771
Total;Europa;Lituania;;Pernoctaciones;2020M09;2.889
Total;Europa;Lituania;;Pernoctaciones;2020M08;.
Total;Europa;Lituania;;Pernoctaciones;2020M07;8.307
Total;Europa;Lituania;;Pernoctaciones;2020M06;2.417
Total;Europa;Lituania;;Pernoctaciones;2020M05;634
Total;Europa;Lituania;;Pernoctaciones;2020M04;489
Total;Europa;Lituania;;Pernoctaciones;2020M03;3.528
Total;Europa;Lituania;;Pernoctaciones;2020M02;5.670
Total;Europa;Lituania;;Pernoctaciones;2020M01;10.942
Total;Europa;Lituania;;Pernoctaciones;2019M12;10.567
Total;Europa;Lituania;;Pernoctaciones;2019M11;6.249
Total;Europa;Lituania;;Pernoctaciones;2019M10;10.092
Total;Europa;Lituania;;Pernoctaciones;2019M09;19.599
Total;Europa;Lituania;;Pernoctaciones;2019M08;37.895
Total;Europa;Lituania;;Pernoctaciones;2019M07;20.375
Total;Europa;Lituania;;Duración media de los viajes;2023M04;6,3
Total;Europa;Lituania;;Duración media de los viajes;2023M03;6,3
Total;Europa;Lituania;;Duración media de los viajes;2023M02;6,6
Total;Europa;Lituania;;Duración media de los viajes;2023M01;8,6
Total;Europa;Lituania;;Duración media de los viajes;2022M12;7,5
Total;Europa;Lituania;;Duración media de los viajes;2022M11;6,4
Total;Europa;Lituania;;Duración media de los viajes;2022M10;7,3
Total;Europa;Lituania;;Duración media de los viajes;2022M09;8,4
Total;Europa;Lituania;;Duración media de los viajes;2022M08;10,1
Total;Europa;Lituania;;Duración media de los viajes;2022M07;9,1
Total;Europa;Lituania;;Duración media de los viajes;2022M06;7,2
Total;Europa;Lituania;;Duración media de los viajes;2022M05;7,3
Total;Europa;Lituania;;Duración media de los viajes;2022M04;7,8
Total;Europa;Lituania;;Duración media de los viajes;2022M03;8,1
Total;Europa;Lituania;;Duración media de los viajes;2022M02;7,9
Total;Europa;Lituania;;Duración media de los viajes;2022M01;8,8
Total;Europa;Lituania;;Duración media de los viajes;2021M12;7,6
Total;Europa;Lituania;;Duración media de los viajes;2021M11;7,1
Total;Europa;Lituania;;Duración media de los viajes;2021M10;8,1
Total;Europa;Lituania;;Duración media de los viajes;2021M09;10,8
Total;Europa;Lituania;;Duración media de los viajes;2021M08;11,5
Total;Europa;Lituania;;Duración media de los viajes;2021M07;10,2
Total;Europa;Lituania;;Duración media de los viajes;2021M06;9,6
Total;Europa;Lituania;;Duración media de los viajes;2021M05;8,8
Total;Europa;Lituania;;Duración media de los viajes;2021M04;9,9
Total;Europa;Lituania;;Duración media de los viajes;2021M03;12,1
Total;Europa;Lituania;;Duración media de los viajes;2021M02;9,1
Total;Europa;Lituania;;Duración media de los viajes;2021M01;11,3
Total;Europa;Lituania;;Duración media de los viajes;2020M12;11,5
Total;Europa;Lituania;;Duración media de los viajes;2020M11;13,8
Total;Europa;Lituania;;Duración media de los viajes;2020M10;8,8
Total;Europa;Lituania;;Duración media de los viajes;2020M09;8,4
Total;Europa;Lituania;;Duración media de los viajes;2020M08;.
Total;Europa;Lituania;;Duración media de los viajes;2020M07;10
Total;Europa;Lituania;;Duración media de los viajes;2020M06;11,8
Total;Europa;Lituania;;Duración media de los viajes;2020M05;6,7
Total;Europa;Lituania;;Duración media de los viajes;2020M04;9,2
Total;Europa;Lituania;;Duración media de los viajes;2020M03;8
Total;Europa;Lituania;;Duración media de los viajes;2020M02;5,9
Total;Europa;Lituania;;Duración media de los viajes;2020M01;8,3
Total;Europa;Lituania;;Duración media de los viajes;2019M12;7,4
Total;Europa;Lituania;;Duración media de los viajes;2019M11;5,8
Total;Europa;Lituania;;Duración media de los viajes;2019M10;6,8
Total;Europa;Lituania;;Duración media de los viajes;2019M09;7,8
Total;Europa;Lituania;;Duración media de los viajes;2019M08;9,6
Total;Europa;Lituania;;Duración media de los viajes;2019M07;7,7
Total;Europa;Luxemburgo;;Turistas;2023M04;3.176
Total;Europa;Luxemburgo;;Turistas;2023M03;3.681
Total;Europa;Luxemburgo;;Turistas;2023M02;3.083
Total;Europa;Luxemburgo;;Turistas;2023M01;3.287
Total;Europa;Luxemburgo;;Turistas;2022M12;3.921
Total;Europa;Luxemburgo;;Turistas;2022M11;4.001
Total;Europa;Luxemburgo;;Turistas;2022M10;3.667
Total;Europa;Luxemburgo;;Turistas;2022M09;3.215
Total;Europa;Luxemburgo;;Turistas;2022M08;2.124
Total;Europa;Luxemburgo;;Turistas;2022M07;3.179
Total;Europa;Luxemburgo;;Turistas;2022M06;3.804
Total;Europa;Luxemburgo;;Turistas;2022M05;3.187
Total;Europa;Luxemburgo;;Turistas;2022M04;2.718
Total;Europa;Luxemburgo;;Turistas;2022M03;2.985
Total;Europa;Luxemburgo;;Turistas;2022M02;1.940
Total;Europa;Luxemburgo;;Turistas;2022M01;2.423
Total;Europa;Luxemburgo;;Turistas;2021M12;3.324
Total;Europa;Luxemburgo;;Turistas;2021M11;2.918
Total;Europa;Luxemburgo;;Turistas;2021M10;2.931
Total;Europa;Luxemburgo;;Turistas;2021M09;2.271
Total;Europa;Luxemburgo;;Turistas;2021M08;1.676
Total;Europa;Luxemburgo;;Turistas;2021M07;1.822
Total;Europa;Luxemburgo;;Turistas;2021M06;1.806
Total;Europa;Luxemburgo;;Turistas;2021M05;1.092
Total;Europa;Luxemburgo;;Turistas;2021M04;843
Total;Europa;Luxemburgo;;Turistas;2021M03;697
Total;Europa;Luxemburgo;;Turistas;2021M02;486
Total;Europa;Luxemburgo;;Turistas;2021M01;682
Total;Europa;Luxemburgo;;Turistas;2020M12;960
Total;Europa;Luxemburgo;;Turistas;2020M11;772
Total;Europa;Luxemburgo;;Turistas;2020M10;1.447
Total;Europa;Luxemburgo;;Turistas;2020M09;1.332
Total;Europa;Luxemburgo;;Turistas;2020M08;1.174
Total;Europa;Luxemburgo;;Turistas;2020M07;1.658
Total;Europa;Luxemburgo;;Turistas;2020M06;459
Total;Europa;Luxemburgo;;Turistas;2020M05;241
Total;Europa;Luxemburgo;;Turistas;2020M04;193
Total;Europa;Luxemburgo;;Turistas;2020M03;1.727
Total;Europa;Luxemburgo;;Turistas;2020M02;3.169
Total;Europa;Luxemburgo;;Turistas;2020M01;3.565
Total;Europa;Luxemburgo;;Turistas;2019M12;4.388
Total;Europa;Luxemburgo;;Turistas;2019M11;3.639
Total;Europa;Luxemburgo;;Turistas;2019M10;2.988
Total;Europa;Luxemburgo;;Turistas;2019M09;3.229
Total;Europa;Luxemburgo;;Turistas;2019M08;2.445
Total;Europa;Luxemburgo;;Turistas;2019M07;2.619
Total;Europa;Luxemburgo;;Pernoctaciones;2023M04;16.327
Total;Europa;Luxemburgo;;Pernoctaciones;2023M03;16.335
Total;Europa;Luxemburgo;;Pernoctaciones;2023M02;15.051
Total;Europa;Luxemburgo;;Pernoctaciones;2023M01;14.717
Total;Europa;Luxemburgo;;Pernoctaciones;2022M12;24.519
Total;Europa;Luxemburgo;;Pernoctaciones;2022M11;16.768
Total;Europa;Luxemburgo;;Pernoctaciones;2022M10;20.341
Total;Europa;Luxemburgo;;Pernoctaciones;2022M09;16.788
Total;Europa;Luxemburgo;;Pernoctaciones;2022M08;13.958
Total;Europa;Luxemburgo;;Pernoctaciones;2022M07;19.092
Total;Europa;Luxemburgo;;Pernoctaciones;2022M06;18.392
Total;Europa;Luxemburgo;;Pernoctaciones;2022M05;15.620
Total;Europa;Luxemburgo;;Pernoctaciones;2022M04;16.195
Total;Europa;Luxemburgo;;Pernoctaciones;2022M03;12.989
Total;Europa;Luxemburgo;;Pernoctaciones;2022M02;10.407
Total;Europa;Luxemburgo;;Pernoctaciones;2022M01;11.365
Total;Europa;Luxemburgo;;Pernoctaciones;2021M12;21.211
Total;Europa;Luxemburgo;;Pernoctaciones;2021M11;12.896
Total;Europa;Luxemburgo;;Pernoctaciones;2021M10;16.524
Total;Europa;Luxemburgo;;Pernoctaciones;2021M09;13.209
Total;Europa;Luxemburgo;;Pernoctaciones;2021M08;12.147
Total;Europa;Luxemburgo;;Pernoctaciones;2021M07;13.215
Total;Europa;Luxemburgo;;Pernoctaciones;2021M06;10.345
Total;Europa;Luxemburgo;;Pernoctaciones;2021M05;6.962
Total;Europa;Luxemburgo;;Pernoctaciones;2021M04;5.765
Total;Europa;Luxemburgo;;Pernoctaciones;2021M03;5.245
Total;Europa;Luxemburgo;;Pernoctaciones;2021M02;3.726
Total;Europa;Luxemburgo;;Pernoctaciones;2021M01;3.746
Total;Europa;Luxemburgo;;Pernoctaciones;2020M12;9.372
Total;Europa;Luxemburgo;;Pernoctaciones;2020M11;5.386
Total;Europa;Luxemburgo;;Pernoctaciones;2020M10;10.904
Total;Europa;Luxemburgo;;Pernoctaciones;2020M09;7.658
Total;Europa;Luxemburgo;;Pernoctaciones;2020M08;9.653
